date,open,high,low,close,volume,market cap
25-Feb-24,51565.22,51950.03,51306.17,51733.24,15413239245,1.01593E+12
24-Feb-24,50736.37,51684.19,50585.45,51571.1,15174077879,1.01269E+12
23-Feb-24,51283.9,51497.93,50561.78,50731.95,21427078270,9.96166E+11
22-Feb-24,51854.65,52009.61,50926.29,51304.97,25413900611,1.00737E+12
21-Feb-24,52273.54,52368.82,50671.76,51839.18,28624907020,1.01781E+12
20-Feb-24,51777.73,52945.05,50792.31,52284.87,33353758256,1.02652E+12
19-Feb-24,52134.81,52483.33,51711.82,51779.14,21362184346,1.01654E+12
18-Feb-24,51661.97,52356.96,51233.71,52122.55,17595377311,1.02324E+12
17-Feb-24,52161.68,52191.91,50669.67,51663,20009091006,1.01418E+12
16-Feb-24,51937.73,52537.97,51641.37,52160.2,28180567298,1.02389E+12
15-Feb-24,51836.78,52820.07,51371.63,51938.56,38564360533,1.0195E+12
14-Feb-24,49733.44,52021.37,49296.83,51826.7,39105608050,1.01725E+12
13-Feb-24,49941.36,50358.39,48406.5,49742.44,35593051468,9.763E+11
12-Feb-24,48296.39,50280.48,47745.76,49958.22,34511985805,9.80491E+11
11-Feb-24,47768.97,48535.94,47617.41,48293.92,19315867136,9.47774E+11
10-Feb-24,47153.53,48146.17,46905.32,47771.28,16398681570,9.37477E+11
09-Feb-24,45297.38,48152.49,45260.82,47147.2,39316770844,9.25185E+11
08-Feb-24,44332.13,45575.84,44332.13,45301.57,26154524080,8.88921E+11
07-Feb-24,43090.02,44341.95,42775.96,44318.22,21126587775,8.69585E+11
06-Feb-24,42657.39,43344.15,42529.02,43084.67,16798476726,8.45338E+11
