Date,USD,EUR,JPY,GBP,CAD,CHF,INR,CNY,TRY,SAR,IDR,AED,THB,VND,EGP,KRW,RUB,ZAR,AUD
29-Dec-1978,226,137.1,#N/A,110.7,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
01-Jan-1979,226,137.1,#N/A,110.7,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
02-Jan-1979,226.8,137.3,43164.9,111.5,263.7,359.6,1792.9,#N/A,#N/A,735.6,138160.5,851.3,4454.6,#N/A,#N/A,107470,#N/A,194.6,193.6
03-Jan-1979,218.6,134,43717.9,108,264.4,365.9,1802.2,#N/A,#N/A,739.4,138877,855.7,4477.7,#N/A,#N/A,108027.4,#N/A,192.2,193
04-Jan-1979,223.2,136.8,43674.9,110.7,264.1,366.4,1811.7,#N/A,#N/A,743.4,139616.3,860.3,4501.5,#N/A,#N/A,108602.5,#N/A,193,194.6
05-Jan-1979,225.5,138.4,44582.5,111.6,268.4,373.7,1843.6,#N/A,#N/A,756.4,142069.1,875.4,4580.6,#N/A,#N/A,110510.4,#N/A,196.4,197.9
08-Jan-1979,223.1,136.4,44436.2,110.2,269.5,372.6,1841.3,#N/A,#N/A,750.9,141870.9,869.7,4574.2,#N/A,#N/A,110356.3,#N/A,197.2,197.9
09-Jan-1979,224,137.3,44045.6,111,266.3,372.8,1822.5,#N/A,#N/A,743.3,140446.7,860.9,4528.3,#N/A,#N/A,109248.4,#N/A,195,195.9
10-Jan-1979,220.7,135.5,43366.4,109.9,261.8,365.9,1803.5,#N/A,#N/A,735.6,138981,852,4481,#N/A,#N/A,108108.3,#N/A,192,192.7
11-Jan-1979,220.7,135.9,43770.6,110.2,262.5,370.9,1814.6,#N/A,#N/A,740.1,139833.8,857.2,4508.5,#N/A,#N/A,108771.7,#N/A,192.4,193.8
12-Jan-1979,217.6,134.1,42837.1,109,257.2,364.6,1782.6,#N/A,#N/A,727.1,137371.8,842.1,4429.1,#N/A,#N/A,106856.6,#N/A,187.1,189.8
15-Jan-1979,216.9,133.8,42795.3,108.8,256.8,367.8,1782,#N/A,#N/A,718.1,135122.4,825.5,4374.7,#N/A,#N/A,106819.8,#N/A,187.3,189.8
16-Jan-1979,220.7,135.6,43225.9,110.2,260.9,367.7,1796.5,#N/A,#N/A,724,136222.9,832.3,4410.4,#N/A,#N/A,107689.8,#N/A,189.3,191.9
17-Jan-1979,227.3,139.2,44349.7,113.3,267.6,376.2,1842.1,#N/A,#N/A,742.3,139676.2,853.4,4522.2,#N/A,#N/A,110419.8,#N/A,196,197.1
18-Jan-1979,231.8,141.7,44823.4,115.3,270.8,379.1,1861.7,#N/A,#N/A,750.3,141168.1,862.5,4570.5,#N/A,#N/A,111599.2,#N/A,197.1,199
19-Jan-1979,230.6,141.1,46908.8,115.1,280.9,396.1,1940.8,#N/A,#N/A,782.1,147159.4,899.1,4764.4,#N/A,#N/A,116335.5,#N/A,206.5,207.6
22-Jan-1979,235,144,46387.4,117.6,278.3,393.5,1886.9,#N/A,#N/A,781.1,146492.8,898.4,4746.6,#N/A,#N/A,115493.3,#N/A,203.5,205.7
23-Jan-1979,230,141.1,45633.1,115.2,273.3,386.8,1895.4,#N/A,#N/A,768.4,144110.7,883.8,4669.5,#N/A,#N/A,113615.3,#N/A,200.7,202
24-Jan-1979,236.1,144.7,46372.4,118.1,278.9,392.8,1926.1,#N/A,#N/A,780.9,146445.4,898.1,4745.1,#N/A,#N/A,115456,#N/A,203.9,205.6
25-Jan-1979,233.9,144,46890.3,117.3,280.1,397.2,1937.8,#N/A,#N/A,785.6,147335.8,903.6,4774,#N/A,#N/A,116157.9,#N/A,205.2,206.5
26-Jan-1979,235.5,144.6,46801.3,118,279.6,394.6,1929.3,#N/A,#N/A,782.2,146687.1,899.6,4752.9,#N/A,#N/A,115646.5,#N/A,204.3,206
29-Jan-1979,235.2,145.3,46917.3,117.9,279.3,395.3,1887,#N/A,#N/A,780,146264.7,896.1,4721.9,#N/A,#N/A,115498.5,#N/A,203.1,206
30-Jan-1979,233.5,144.1,46907.2,116.9,278.5,394.2,1921.6,#N/A,#N/A,777.9,145868.4,893.7,4709.1,#N/A,#N/A,115185.5,#N/A,203.1,205.6
31-Jan-1979,233.7,144.8,45160.3,117.4,267.1,379.3,1840.8,#N/A,#N/A,745.2,139739.3,856.1,4511.3,#N/A,#N/A,108235.8,#N/A,194.5,197.2
01-Feb-1979,229.4,142.9,47160.5,115.8,279.2,397.1,1927.1,#N/A,#N/A,780.1,146291.2,896.3,4722.8,#N/A,#N/A,113310.7,#N/A,202.3,205.8
02-Feb-1979,230.3,143.5,46328.3,116.3,275.5,393,1907.4,#N/A,#N/A,772.1,144790.6,887.1,4674.3,#N/A,#N/A,112148.3,#N/A,199.4,203.5
05-Feb-1979,243.1,150.3,47766,122.2,285.8,403.9,1971.9,#N/A,#N/A,800.5,149178.8,909.7,4797.3,#N/A,#N/A,115919.1,#N/A,207,210.9
06-Feb-1979,244.5,150.8,48317.7,122.6,289.7,408.7,1996.8,#N/A,#N/A,810.8,151091.6,921.4,4858.8,#N/A,#N/A,117405.4,#N/A,211,214
07-Feb-1979,251.6,153.7,48835.7,124.9,296.9,412.3,2031,#N/A,#N/A,824.6,153677.8,937.2,4942,#N/A,#N/A,119415.1,#N/A,215.6,218.4
08-Feb-1979,250.5,153.5,50293.3,124.9,303.3,420.6,2081,#N/A,#N/A,845,157467.5,960.3,5063.9,#N/A,#N/A,122359.8,#N/A,217.6,223.1
09-Feb-1979,246.8,151.3,48548.6,123.3,291.4,405.7,2000.9,#N/A,#N/A,812.6,151432.5,923.5,4869.8,#N/A,#N/A,117670.3,#N/A,208.8,214.7
12-Feb-1979,244.3,150,49820.4,121.9,298,415.4,2046.4,#N/A,#N/A,840.7,156000,961.5,5036.8,#N/A,#N/A,120300.1,#N/A,214.3,220
13-Feb-1979,240.6,148.1,48714.8,120.1,291,406.5,2000.6,#N/A,#N/A,822.1,152538.2,940.2,4925.1,#N/A,#N/A,117630.5,#N/A,208.7,214.4
14-Feb-1979,240.7,148.3,47638.5,120,283.2,397.9,1946.7,#N/A,#N/A,799.9,148426.1,914.9,4792.3,#N/A,#N/A,114459.4,#N/A,202.6,209.9
15-Feb-1979,247.8,152.4,49146.7,123.6,292.6,408,2008.3,#N/A,#N/A,825.2,153125,943.8,4944,#N/A,#N/A,118083,#N/A,209.8,216.4
16-Feb-1979,247.1,152.2,49351.9,123.3,293.5,411.9,2016.7,#N/A,#N/A,828.7,153764.4,947.8,4964.7,#N/A,#N/A,118576,#N/A,210,217.2
19-Feb-1979,248.1,152.8,50094.5,123.9,298.3,417.5,2047.4,#N/A,#N/A,839.9,156000.1,959.5,5087.3,#N/A,#N/A,120360.2,#N/A,213.6,220.5
20-Feb-1979,247,152.2,49921.7,123.2,296.4,414.5,2032.4,#N/A,#N/A,833.9,154884.1,952.7,5050.9,#N/A,#N/A,119499.2,#N/A,210,219.3
21-Feb-1979,250.8,154.6,50398.6,124.9,297.8,417.1,2039.2,#N/A,#N/A,836.7,155400.9,955.8,5067.8,#N/A,#N/A,119897.9,#N/A,211,220.5
22-Feb-1979,252.4,155.4,50607.4,125.6,300.2,420.5,2052.7,#N/A,#N/A,842.2,156429.9,962.2,5101.4,#N/A,#N/A,120691.8,#N/A,212.6,222.3
23-Feb-1979,251,154.4,50405.4,124.8,299.4,418,2042,#N/A,#N/A,837.8,155613.4,957.1,5074.7,#N/A,#N/A,120061.9,#N/A,211.7,221.3
26-Feb-1979,248.6,152.7,50592.6,123,299.7,416.8,2034.5,#N/A,#N/A,837.2,156436.9,957.4,5042.2,#N/A,#N/A,119622.7,#N/A,211.5,221.7
27-Feb-1979,247.9,152.5,50111.4,122.6,296.3,412.9,2012.7,#N/A,#N/A,828.3,154759.6,947.1,4988.2,#N/A,#N/A,118340.2,#N/A,210.3,219.5
28-Feb-1979,251.3,154.6,50209.1,124.2,295.5,413.6,2011.7,#N/A,#N/A,827.8,154683.1,946.6,4985.7,#N/A,#N/A,119929.3,#N/A,209.4,219.6
01-Mar-1979,248.8,153.3,50821,123,295.7,417.7,2023.9,#N/A,#N/A,832.9,155619.5,952.4,5015.9,#N/A,#N/A,120655.2,#N/A,210.2,221.2
02-Mar-1979,248,152.8,50920.8,122.7,295,417.3,2020.5,#N/A,#N/A,831.5,155360.1,950.8,5007.5,#N/A,#N/A,120454.2,#N/A,210,221.3
05-Mar-1979,238.2,147,49760.5,117.8,287.5,407.9,1972.1,#N/A,#N/A,813.9,151749.8,929.2,4898.6,#N/A,#N/A,117567.5,#N/A,204.8,216
06-Mar-1979,239.8,147.9,48982.7,118.4,283.9,401.2,1941.2,#N/A,#N/A,801.2,149377.6,914.7,4822,#N/A,#N/A,115729.6,#N/A,202,212.9
07-Mar-1979,242.3,149.1,49423,119.1,286.7,403.8,1954,#N/A,#N/A,806.5,150357.7,920.7,4853.7,#N/A,#N/A,116489,#N/A,204,214.9
08-Mar-1979,239.2,147.1,48791.8,117.1,281.9,397.9,1919.8,#N/A,#N/A,792.4,147726.4,904.6,4768.7,#N/A,#N/A,114450.4,#N/A,201,212.2
09-Mar-1979,241,148.4,49315.2,118.2,284.1,401.7,1938.1,#N/A,#N/A,799.9,149132.5,913.2,4814.1,#N/A,#N/A,115539.8,#N/A,202.7,213.8
12-Mar-1979,240,148,49652.4,117.6,283.9,403.5,1939.7,#N/A,#N/A,806.5,150625.1,924.6,4867.2,#N/A,#N/A,115638.2,#N/A,203,214.5
13-Mar-1979,239.1,147.8,50063.3,117.2,280.6,403.2,1963.4,#N/A,#N/A,801.7,149735.2,919.1,4838.5,#N/A,#N/A,114954.9,#N/A,202.2,214.2
14-Mar-1979,239.5,147.8,49758.4,117.6,281.1,402.8,1969.9,#N/A,#N/A,804.4,150232,922.2,4854.5,#N/A,#N/A,115336.3,#N/A,202.3,214.3
15-Mar-1979,240.1,148.2,49673.7,117.9,281.4,403.4,1970.1,#N/A,#N/A,804.4,150243.2,922.2,4854.9,#N/A,#N/A,115344.9,#N/A,202.1,214.1
16-Mar-1979,244,150.8,49687,120.2,280.8,403.1,1972.9,#N/A,#N/A,805.6,150461.7,923.6,4862,#N/A,#N/A,115512.7,#N/A,202.3,214
19-Mar-1979,242.3,149.7,50584.7,119.7,284.6,410.9,2016.9,#N/A,#N/A,821.2,152500.4,938.1,4947.8,#N/A,#N/A,118090.2,#N/A,206.3,217.8
20-Mar-1979,242.1,149.4,50126.5,119.1,283,407.5,1991.6,#N/A,#N/A,810.8,150580.7,926.3,4885.5,#N/A,#N/A,116603.6,#N/A,204.1,216
21-Mar-1979,239.9,148.3,49778.1,118.1,280.2,407,1977.7,#N/A,#N/A,805.2,149534.2,919.9,4851.6,#N/A,#N/A,115793.2,#N/A,203.4,215
22-Mar-1979,242.9,149.9,49959.6,119.4,283.7,410.3,1998,#N/A,#N/A,813.5,151066.3,929.3,4901.3,#N/A,#N/A,116979.6,#N/A,205,216.9
23-Mar-1979,242.5,149.7,49816.2,119,282.7,409.1,1987.5,#N/A,#N/A,809.2,150273.2,924.4,4875.6,#N/A,#N/A,116365.5,#N/A,204,215.8
26-Mar-1979,245.3,151,50353.1,119.4,285.2,411,1989.9,#N/A,#N/A,817.3,152687.7,933.9,4937.2,#N/A,#N/A,116508.1,#N/A,205.5,217.5
27-Mar-1979,244.4,150.7,51005.2,119,287.9,415.3,2006.2,#N/A,#N/A,824,153937.7,941.5,4977.6,#N/A,#N/A,117461.9,#N/A,208.4,219.9
28-Mar-1979,244.4,150.7,50684.1,119.3,283.7,410.5,1988.9,#N/A,#N/A,816.9,152609.9,933.4,4934.6,#N/A,#N/A,116448.7,#N/A,206.3,218.1
29-Mar-1979,241.5,149.1,50335.8,117.5,281.1,408.5,1966,#N/A,#N/A,807.5,150853.3,922.7,4877.8,#N/A,#N/A,115108.3,#N/A,203.9,215.8
30-Mar-1979,240.1,148,50274.3,116.2,278.2,406.2,1940.2,#N/A,#N/A,796.7,148844.2,910.4,4812.9,#N/A,#N/A,116123.6,#N/A,202.4,214.6
02-Apr-1979,239.7,148.5,50844.1,115.9,277.6,409.2,1948.1,#N/A,#N/A,807.9,150001.6,922.9,4849.6,#N/A,#N/A,116233.1,#N/A,203.1,215.2
03-Apr-1979,240,148.8,51208.1,116.2,278.1,409,1942.6,#N/A,#N/A,808.2,150047.9,923.1,4851.1,#N/A,#N/A,116269,#N/A,202.9,215.6
04-Apr-1979,239.8,148.5,51481.1,116,277,409.2,1940.8,#N/A,#N/A,807.5,149912.8,922.3,4846.8,#N/A,#N/A,116164.3,#N/A,202.7,215.7
05-Apr-1979,240.7,149.1,51850.4,116,277,411.9,1939.5,#N/A,#N/A,806.9,149806.9,921.7,4843.3,#N/A,#N/A,116082.2,#N/A,202.9,216.3
06-Apr-1979,239.8,148.5,51488.4,114.9,275.8,410,1922.7,#N/A,#N/A,799.9,148511.8,913.7,4801.5,#N/A,#N/A,115078.7,#N/A,203.4,216.1
09-Apr-1979,240.2,149.9,51461.3,114.7,276.3,414.6,1957.6,#N/A,#N/A,808,150000.1,919.2,4835.3,#N/A,#N/A,114762.1,#N/A,203.1,215.6
10-Apr-1979,239.8,149.3,50895.1,114.1,274.8,411.8,1946.3,#N/A,#N/A,803.6,149180.2,914.2,4808.8,#N/A,#N/A,114134.8,#N/A,202.6,215.6
11-Apr-1979,238.4,148.3,50867.5,114.2,274.3,410.2,1956.2,#N/A,#N/A,807.7,149938.7,918.8,4833.3,#N/A,#N/A,114715.2,#N/A,203.4,216
12-Apr-1979,234,145.9,50311.2,112.4,267.7,403.4,1917.6,#N/A,#N/A,824.3,146059.8,900.7,4740.5,#N/A,#N/A,112447.7,#N/A,198.5,211.2
13-Apr-1979,234,145.9,50311.2,112.4,267.7,403.4,1917.6,#N/A,#N/A,824.3,146059.8,900.7,4740.5,#N/A,#N/A,112447.7,#N/A,198.5,211.2
16-Apr-1979,234,145.9,50311.2,112.4,267.7,403.4,1917.6,#N/A,#N/A,824.3,146059.8,898.4,4740.5,#N/A,#N/A,112447.7,#N/A,198.5,211.2
17-Apr-1979,231.9,144.8,50326.7,111.2,264.9,399.2,1897.5,#N/A,#N/A,815.7,144532,889,4691,#N/A,#N/A,111271.5,#N/A,196.4,209.3
18-Apr-1979,233.2,145.4,50551,112.5,267.4,402.7,1931.5,#N/A,#N/A,830.3,147125.4,905,4775.1,#N/A,#N/A,113268.1,#N/A,199.3,211.9
19-Apr-1979,240.9,149.9,52131.7,115.9,275.6,413.5,1980.3,#N/A,#N/A,851.3,150839.7,927.8,4895.7,#N/A,#N/A,116127.6,#N/A,204.7,217.5
20-Apr-1979,236.4,147.7,51974.4,114.3,271.2,410.4,1965.6,#N/A,#N/A,844.9,149718.5,920.9,4859.3,#N/A,#N/A,115264.5,#N/A,201.7,215.3
23-Apr-1979,236.9,147.8,51665.5,114.5,270.3,407.1,1953.9,#N/A,#N/A,799.9,147936.1,908.6,4785.2,#N/A,#N/A,114579.4,#N/A,200.8,213.8
24-Apr-1979,239.7,149.3,52353.1,115.9,273.7,412.1,1982.1,#N/A,#N/A,811.4,150071.2,921.7,4854.3,#N/A,#N/A,116233.1,#N/A,203.1,217
25-Apr-1979,241.8,150.4,52722.5,118.4,275.5,414.5,2020.7,#N/A,#N/A,827.2,152995.7,939.7,4948.9,#N/A,#N/A,118498.2,#N/A,205.9,219.1
26-Apr-1979,242.2,150.7,52836.4,118.6,277.5,414.5,2025.1,#N/A,#N/A,829,153326.3,941.7,4959.6,#N/A,#N/A,118754.2,#N/A,205.7,219.1
27-Apr-1979,243.7,151.2,53323.2,118.6,277.2,416.3,2016.6,#N/A,#N/A,825.5,152682.6,937.7,4938.7,#N/A,#N/A,118255.7,#N/A,205.2,219.9
30-Apr-1979,245.3,152.8,54144.6,118.8,278.5,420,2013.1,#N/A,#N/A,819.4,152453.6,930.2,4891,#N/A,#N/A,117423.3,#N/A,206.9,221.1
01-May-1979,247.3,152.8,54994.6,119.6,281.6,423.9,2044.7,#N/A,#N/A,832.3,154846.9,944.8,4967.8,#N/A,#N/A,119266.6,#N/A,209,223.9
02-May-1979,246.3,153.2,55508.9,119.1,281.5,425.1,2036.1,#N/A,#N/A,828.8,154196.5,940.9,4946.9,#N/A,#N/A,118765.7,#N/A,209.3,224.3
03-May-1979,246.5,153.3,55244.1,118.7,281.3,423.5,2019.6,#N/A,#N/A,822.2,152968.1,933.4,4907.5,#N/A,#N/A,117819.5,#N/A,208.5,223.3
04-May-1979,248.5,154.5,54691.3,119.6,284.4,426.3,2034.5,#N/A,#N/A,838.8,154750.1,940.1,5002.4,#N/A,#N/A,118673.5,#N/A,209.1,224.3
07-May-1979,248.5,154.5,54691.3,119.6,284.4,426.3,2034.5,#N/A,#N/A,838.8,154750.1,940.1,5002.4,#N/A,#N/A,118673.5,#N/A,209.1,224.3
08-May-1979,249,154.8,56574.9,120.4,289.4,429,2066,#N/A,#N/A,852,157169.3,954.8,5080.6,#N/A,#N/A,120528.7,#N/A,211.2,225.5
09-May-1979,248,154.1,52685.4,119.9,286.5,423.5,2039.6,#N/A,#N/A,841.1,155159.1,942.6,5015.6,#N/A,#N/A,118987.2,#N/A,208.5,221.9
10-May-1979,252.3,157.1,53975.2,123.1,291.7,432.3,2096.6,#N/A,#N/A,864.6,159500.1,969,5155.9,#N/A,#N/A,122316.1,#N/A,214.3,227.2
11-May-1979,251.5,156.7,54147,123.1,291.7,433.4,2103.3,#N/A,#N/A,867.3,160007.7,972.1,5172.3,#N/A,#N/A,122705.4,#N/A,213.8,227.9
14-May-1979,251,156.4,53537.5,122.8,291.4,431.1,2090,#N/A,#N/A,843.2,156687.5,961.6,5089.4,#N/A,#N/A,122158,#N/A,212.8,225.8
15-May-1979,255.5,159.6,54229.8,123.9,294.1,437.9,2066.6,#N/A,#N/A,844.5,156916.4,963,5096.9,#N/A,#N/A,122336.4,#N/A,213.1,227.7
16-May-1979,256.5,160.1,54923,124.5,296.1,442.7,2090.7,#N/A,#N/A,854.3,158742.2,974.2,5156.2,#N/A,#N/A,123759.9,#N/A,216.2,230.6
17-May-1979,256.8,160.7,55795.9,124.9,297.6,446.5,2107.2,#N/A,#N/A,861.1,159998.3,981.9,5197,#N/A,#N/A,124739.1,#N/A,217.5,232.7
18-May-1979,256.4,161.1,56328.2,125.2,297.2,448.2,2115.5,#N/A,#N/A,864.4,160623.3,985.7,5217.3,#N/A,#N/A,125226.4,#N/A,216.9,233.1
21-May-1979,262,164.9,57123.7,128.2,302.2,454.7,2148.9,#N/A,#N/A,885.1,163164.9,1000.1,5288.3,#N/A,#N/A,127208,#N/A,220.3,236.1
22-May-1979,265.4,166.8,58180.6,129.8,307.2,461.2,2181.4,#N/A,#N/A,898.5,165628.4,1015.2,5368.2,#N/A,#N/A,129128.6,#N/A,223,239.9
23-May-1979,264.2,165.9,57750.8,128.4,304.4,457.1,2154.5,#N/A,#N/A,887.4,163584.7,1002.6,5301.9,#N/A,#N/A,127535.2,#N/A,221.5,238.5
24-May-1979,263.8,165.4,57519.3,128.5,303.9,456.1,2155.4,#N/A,#N/A,887.8,163654.5,1003.1,5304.2,#N/A,#N/A,127589.7,#N/A,221.2,238.3
25-May-1979,270.6,170,59393,131.9,313,469.5,2215.7,#N/A,#N/A,917.9,168828.9,1031.2,5469.2,#N/A,#N/A,131161.7,#N/A,227.8,244.8
28-May-1979,270.6,170,59393,131.9,313,469.5,2215.7,#N/A,#N/A,917.9,168828.9,1031.2,5469.2,#N/A,#N/A,131161.7,#N/A,227.8,244.8
29-May-1979,273.8,172.2,61318.3,133.2,319.8,480.9,2260,#N/A,#N/A,936.2,172201.6,1051.8,5578.4,#N/A,#N/A,133781.9,#N/A,232.3,250
30-May-1979,270.3,169.7,60036.9,131.3,316.3,472.9,2228.6,#N/A,#N/A,923.2,169812,1037.2,5501,#N/A,#N/A,131925.5,#N/A,230.1,247.2
31-May-1979,274.6,172,61057.1,132.7,321.6,478,2253.4,#N/A,#N/A,933.3,171656.1,1048.4,5560.8,#N/A,#N/A,133889.6,#N/A,233.7,250.7
01-Jun-1979,275.1,172.7,61222.2,132.6,322.7,479.8,2244.7,#N/A,#N/A,929.7,170995.3,1044.4,5539.3,#N/A,#N/A,133374.1,#N/A,233.2,250
04-Jun-1979,272.9,171,60143.8,131.3,321.6,472.9,2215.5,#N/A,#N/A,929.6,170917.7,1049.5,5525.2,#N/A,#N/A,131670.3,#N/A,231.2,247.1
05-Jun-1979,274.8,172.3,60913.3,132.1,323.9,478.6,2231,#N/A,#N/A,935.9,172068.4,1056.5,5562.4,#N/A,#N/A,132556.7,#N/A,232.7,249.4
06-Jun-1979,280,175.7,61851.5,135,329.5,487.4,2277.7,#N/A,#N/A,955.5,175674.5,1078.7,5679,#N/A,#N/A,135334.8,#N/A,236.9,254
07-Jun-1979,276.1,173.2,61289.2,133.7,329.1,483.1,2275.7,#N/A,#N/A,954.7,175517.5,1077.7,5673.9,#N/A,#N/A,135213.9,#N/A,236,252.7
08-Jun-1979,280,175.5,60878.7,135.7,325.9,480.4,2263,#N/A,#N/A,949.3,174534.7,1071.7,5642.1,#N/A,#N/A,134456.8,#N/A,234.6,251
11-Jun-1979,282.4,177,61768.2,136.5,331.8,489.4,2297.9,#N/A,#N/A,956.9,176500.1,1081.1,5682.7,#N/A,#N/A,136496.6,#N/A,238.2,254.7
12-Jun-1979,277.8,174,61274,132.8,327.6,483.1,2244.2,#N/A,#N/A,934.8,172420.7,1056.1,5551.3,#N/A,#N/A,133341.8,#N/A,234.6,251.2
13-Jun-1979,276.6,173.1,60790.6,131.5,323.4,477.7,2208.5,#N/A,#N/A,919.9,169675.6,1039.3,5463,#N/A,#N/A,131218.9,#N/A,232.9,249.6
14-Jun-1979,279,174.5,61359.2,133.1,326.9,481.6,2238.8,#N/A,#N/A,932.5,172005.2,1053.6,5538,#N/A,#N/A,133020.5,#N/A,234.8,251.7
15-Jun-1979,280,174.1,61190.1,132.9,327.2,474.3,2257.8,#N/A,#N/A,929.5,171438.3,1050.1,5519.7,#N/A,#N/A,132582.1,#N/A,234.7,251.5
18-Jun-1979,278,172.8,61551.7,132,328,478.6,2263.1,#N/A,#N/A,950.5,174950.3,1074.2,5650,#N/A,#N/A,132933.5,#N/A,236,252.3
19-Jun-1979,280.3,173,61040.1,132,328.6,469.7,2238.9,#N/A,#N/A,940.1,173029.1,1062.4,5588,#N/A,#N/A,131473.7,#N/A,233.4,249.6
20-Jun-1979,281.4,173.1,61423.7,131.9,329.5,469.8,2240.9,#N/A,#N/A,940.9,173184,1063.3,5593,#N/A,#N/A,131591.3,#N/A,236.2,251.5
21-Jun-1979,282.3,173.5,61430.4,131.9,329.8,466,2232.8,#N/A,#N/A,937.5,172555.9,1059.5,5572.7,#N/A,#N/A,131114.1,#N/A,237,252
22-Jun-1979,283.5,173.7,60816.2,132.4,331.3,466.3,2274.3,#N/A,#N/A,941.2,173233.9,1063.6,5594.6,#N/A,#N/A,131629.3,#N/A,238.3,252.9
25-Jun-1979,283.9,172.9,60879.6,131.5,332.8,467.8,2275.7,#N/A,#N/A,959.3,173414.7,1091.1,5692.6,#N/A,#N/A,131766.6,#N/A,240.5,253.9
26-Jun-1979,281.5,172.2,60781.4,130.8,328.5,468.6,2263.2,#N/A,#N/A,953.6,172388.7,1084.6,5659,#N/A,#N/A,130987.1,#N/A,237.8,251.1
27-Jun-1979,281.8,172.1,60768.3,130.7,326.9,465.9,2251.8,#N/A,#N/A,948.8,171519.6,1079.2,5630.4,#N/A,#N/A,130326.7,#N/A,237.9,251.2
28-Jun-1979,275.9,168.4,60922.4,127.2,328,465.6,2240.7,#N/A,#N/A,944.2,170673.4,1073.8,5602.7,#N/A,#N/A,129683.7,#N/A,238,250.7
29-Jun-1979,277.5,169,60161.4,127.3,322.6,457.7,2190.6,#N/A,#N/A,923,166854.4,1049.8,5477.3,#N/A,#N/A,133065.6,#N/A,232.3,245.5
02-Jul-1979,282.5,172.3,61572.1,129.1,329.9,467.4,2252.7,#N/A,#N/A,943.9,176657.2,1071.6,5671.1,#N/A,#N/A,135330.2,#N/A,238.9,252.1
03-Jul-1979,281.4,171.4,61559.8,127.7,328.4,467.2,2210,#N/A,#N/A,936.4,175245.6,1063,5625.8,#N/A,#N/A,134248.9,#N/A,236.7,251
04-Jul-1979,283.5,172.1,61420.9,127.4,329.2,467.8,2199.3,#N/A,#N/A,931.8,174397.2,1057.8,5598.5,#N/A,#N/A,133599,#N/A,240,252.2
05-Jul-1979,288.3,174.7,62193.3,129.3,333.9,473.1,2221.2,#N/A,#N/A,941.1,176134.1,1068.4,5654.3,#N/A,#N/A,134929.5,#N/A,244.3,255.2
06-Jul-1979,290.3,176.5,63156.6,130.7,336.3,482.3,2258,#N/A,#N/A,956.7,179047,1086,5747.8,#N/A,#N/A,137161,#N/A,245.7,258.4
09-Jul-1979,287.9,175.5,63193,130.7,335.6,483.7,2328.7,#N/A,#N/A,977.9,181342.1,1107,5871.2,#N/A,#N/A,138313.4,#N/A,245.8,258.2
10-Jul-1979,290.5,176.6,63110.6,130.7,336.1,482.3,2307.2,#N/A,#N/A,968.5,179607.4,1096.4,5815.1,#N/A,#N/A,136990.3,#N/A,244.7,257.5
11-Jul-1979,290.3,175.8,63196.6,130,336.9,481.3,2300.8,#N/A,#N/A,965.9,179111.2,1093.4,5799,#N/A,#N/A,136611.8,#N/A,245.8,258.6
12-Jul-1979,290.8,176.1,63164.4,130.5,336.9,481.2,2306.8,#N/A,#N/A,968.4,179574.9,1096.2,5814,#N/A,#N/A,136965.5,#N/A,246,258.7
13-Jul-1979,287.5,174.1,62730.7,129,335.2,476.5,2288.6,#N/A,#N/A,960.7,178157.8,1087.6,5768.1,#N/A,#N/A,135884.7,#N/A,243,255.5
16-Jul-1979,292.8,176.9,63167,130.6,337.7,479.6,2297.4,#N/A,#N/A,973.5,182092.5,1100.9,5848.8,#N/A,#N/A,136407.4,#N/A,246,258.2
17-Jul-1979,296.3,178.2,64137.3,130.5,343.8,484.4,2307.7,#N/A,#N/A,977.9,182913.6,1105.8,5875.2,#N/A,#N/A,137022.5,#N/A,249.4,262.8
18-Jul-1979,302.2,181.1,64895.2,132.7,353.6,495.2,2358.6,#N/A,#N/A,999.1,186882,1129.8,6002.6,#N/A,#N/A,139995.3,#N/A,256.8,268.9
19-Jul-1979,299.2,179.5,64755.7,130.4,349.5,490.6,2344.4,#N/A,#N/A,979.8,183278.2,1108,5886.9,#N/A,#N/A,137295.6,#N/A,251.8,265.5
20-Jul-1979,298.8,180.5,64874.2,131.4,347.5,491.2,2353.5,#N/A,#N/A,983.6,183985.4,1112.3,5909.6,#N/A,#N/A,137825.4,#N/A,252.1,265
23-Jul-1979,304.9,183.3,65495.3,132.5,352.9,495.3,2365.2,#N/A,#N/A,1015.7,189692.3,1149,6068,#N/A,#N/A,138444.3,#N/A,254.1,268
24-Jul-1979,305.3,183.3,65716.2,131.3,357,501,2362.5,#N/A,#N/A,1015.1,189568.6,1148.2,6064.1,#N/A,#N/A,138354,#N/A,257.1,269.7
25-Jul-1979,303.4,182.7,65194.3,130.7,353.1,497.3,2339,#N/A,#N/A,1005,187686.4,1136.8,6003.9,#N/A,#N/A,136980.3,#N/A,253.9,266.9
26-Jul-1979,305.2,183.9,65100.5,131,354.3,498.2,2331,#N/A,#N/A,1001.6,187042,1132.9,5983.3,#N/A,#N/A,136510,#N/A,254.1,267
