Time,Low,High,Open,Close,Volume
21-Jan-2018,11118,12762.8,12762.8,11518.17,16426.17777
22-Jan-2018,10025,11849,11518.17,10766.7,24352.57046
23-Jan-2018,9945,11370,10766.7,10824.94,21897.02947
24-Jan-2018,10450,11450,10824.95,11356.79,15159.74618
25-Jan-2018,10851,11690,11356.8,11118,13803.39949
26-Jan-2018,10305,11570,11118,11086.89,19343.28195
27-Jan-2018,10850,11494.08,11086.88,11319,12301.18732
28-Jan-2018,11234.38,11697.24,11319,11536,13684.87205
29-Jan-2018,10840,11570,11536,11123.01,11166.05985
30-Jan-2018,9711.11,11150,11123.01,9995,27589.87337
31-Jan-2018,9601.02,10299.95,9995,10099.99,19533.7381
01-Feb-2018,8400,10166.25,10099.99,9014.23,38171.97003
02-Feb-2018,7540,9090.08,9014.22,8787.52,52039.26808
03-Feb-2018,8115.48,9499,8787.52,9240,23700.98509
04-Feb-2018,7859,9350,9227.8,8167.91,24062.18196
05-Feb-2018,6425.75,8349.16,8167.9,6905.19,59578.69822
06-Feb-2018,5873,7948.89,6905.2,7688.46,91895.11063
07-Feb-2018,7212.82,8650,7688.47,7575.75,50916.5789
08-Feb-2018,7550,8625,7575.76,8218.1,31649.57659
09-Feb-2018,7750,8700,8218.07,8671.01,27558.51614
10-Feb-2018,8155,9090,8671,8547.49,24910.69249
11-Feb-2018,7851,8547.49,8547.48,8072.99,16804.11338
12-Feb-2018,8072.99,8950,8073,8872.28,19718.28617
13-Feb-2018,8393.1,8925,8872.27,8520.01,13952.55755
14-Feb-2018,8520,9482.5,8520.01,9472.98,24374.64431
15-Feb-2018,9342.46,10249.81,9472.98,10031.23,32372.7974
16-Feb-2018,9729.58,10307.68,10031.23,10167.49,17843.54691
17-Feb-2018,10057,11149,10167.49,11121.5,20781.56168
18-Feb-2018,10159,11299.1,11121.5,10380.04,26975.9358
19-Feb-2018,10297.39,11274.11,10380.03,11140,17634.43505
20-Feb-2018,11000,11775,11140,11235.57,28425.12095
21-Feb-2018,10250,11279.99,11235.57,10454.27,30042.03089
22-Feb-2018,9715.27,10900,10453.83,9830,28095.90851
23-Feb-2018,9576.43,10390.77,9830,10144.99,20779.94318
24-Feb-2018,9372.72,10494.14,10144.99,9688.62,19729.38571
25-Feb-2018,9324.75,9850,9688.61,9597.99,11707.16167
26-Feb-2018,9404,10447.74,9600,10300,19118.99382
27-Feb-2018,10133.33,10845.07,10300,10566.57,18240.52935
28-Feb-2018,10263,11044,10556.3,10307.27,19688.06956
01-Mar-2018,10213.99,11075,10307.26,10895.92,15390.55106
02-Mar-2018,10765,11149,10895.93,11000,13838.03908
03-Mar-2018,11000,11494.57,11000.01,11432.5,13198.55336
04-Mar-2018,11041,11487,11432.51,11469.9,8635.842471
05-Mar-2018,11339,11645.74,11469.9,11377.54,11051.44858
06-Mar-2018,10565.85,11395.63,11371.5,10700,18565.88803
07-Mar-2018,9400,10894,10700,9925,32486.56623
08-Mar-2018,9050,10098,9925,9304.89,23426.79505
09-Mar-2018,8370,9410,9304.9,9255,42041.35762
10-Mar-2018,8720.08,9518.77,9255,8795.44,17254.8564
11-Mar-2018,8516,9760,8795.45,9533.88,21816.15454
12-Mar-2018,8780.49,9890,9533.88,9120,21281.59414
13-Mar-2018,8855,9472.88,9120,9145.41,17207.402
14-Mar-2018,7931,9340,9145.42,8207.02,28010.58834
15-Mar-2018,7666,8400,8207.02,8259.99,28014.23391
16-Mar-2018,7911,8600,8260,8275,16967.92913
17-Mar-2018,7751,8349.82,8274.09,7857.6,13639.73309
18-Mar-2018,7310,8302.73,7857.59,8192,30536.54458
19-Mar-2018,8108.31,8757.5,8192,8589,25598.67321
20-Mar-2018,8316.15,9046.26,8589,8900,20469.34145
21-Mar-2018,8745,9174,8900,8891.81,16007.11698
22-Mar-2018,8467.27,9073.93,8891.81,8715.09,14990.23803
23-Mar-2018,8280.04,8927.81,8715.09,8927.1,15266.82555
24-Mar-2018,8508,8999,8927.8,8531.34,11863.31062
25-Mar-2018,8359.45,8670,8531.96,8453,9048.852361
26-Mar-2018,7854,8498,8453,8145,19389.8513
27-Mar-2018,7757,8219.99,8144.99,7793.61,14987.73034
28-Mar-2018,7727.76,8088,7793.61,7942.72,10966.69757
29-Mar-2018,6905,7957,7942.73,7080,27812.00562
30-Mar-2018,6600,7275.35,7080,6848.01,29312.74966
31-Mar-2018,6780,7200,6848.01,6928.5,14951.49685
01-Apr-2018,6450,7044.46,6928.5,6816.01,15434.52281
02-Apr-2018,6777.28,7100,6816.01,7045.01,14317.14566
03-Apr-2018,7016.8,7520,7045.01,7424.9,18923.19244
04-Apr-2018,6708.46,7424.91,7424.91,6791.68,15332.55316
05-Apr-2018,6568.64,6933.11,6791.68,6785.85,14454.29417
06-Apr-2018,6518.88,6847,6785.86,6619.01,10756.54968
07-Apr-2018,6605.08,7064.64,6619.01,6894.01,10351.37367
08-Apr-2018,6880,7099.99,6894.01,7020.01,6296.849407
09-Apr-2018,6617,7169.53,7020.01,6771.13,13950.51964
10-Apr-2018,6661.19,6893.29,6771.14,6824.99,7491.822999
11-Apr-2018,6806.01,6974,6825,6942.99,8182.996006
12-Apr-2018,6767.77,8050,6943,7916,31205.93316
13-Apr-2018,7760,8220,7915.99,7893.19,22123.21007
14-Apr-2018,7830,8150,7893.19,8003.11,9338.060893
15-Apr-2018,8003.11,8392.56,8003.12,8355.25,9899.554583
16-Apr-2018,7905.99,8398.98,8355.24,8048.93,13429.26623
17-Apr-2018,7822,8162.5,8048.92,7892.1,10700.35753
18-Apr-2018,7879.8,8243.99,7892.11,8152.05,10973.85924
19-Apr-2018,8101.47,8300,8152.05,8274,11936.23619
20-Apr-2018,8216.21,8932.57,8274,8866.27,16415.30759
21-Apr-2018,8610.7,9038.87,8866.27,8915.42,12305.06569
22-Apr-2018,8754.01,9015,8915.42,8795.01,7805.767099
23-Apr-2018,8775.1,8991,8795,8931.3,8040.33558
24-Apr-2018,8930,9728.56,8931.31,9645.1,20843.27007
25-Apr-2018,8602.43,9763.49,9645,8865.98,31814.12884
26-Apr-2018,8660,9318,8865.98,9272.11,15216.8497
27-Apr-2018,8910,9369,9272.12,8922.55,12087.28643
28-Apr-2018,8863.42,9447,8922.56,9329.99,8849.513663
29-Apr-2018,9179.99,9512.5,9329.99,9389.01,7937.988122
30-Apr-2018,9110.88,9447,9389.01,9243.83,8862.273201
01-May-2018,8831.21,9245.37,9243.83,9072.29,11372.35045
02-May-2018,8990,9251.05,9072.29,9190.48,8825.624615
03-May-2018,9131,9800,9190.47,9725.74,14956.45444
04-May-2018,9451.5,9745,9725.74,9685,10837.9026
05-May-2018,9660.28,9948.12,9685,9800,9391.101071
06-May-2018,9390,9880,9799.99,9600,7651.215006
07-May-2018,9162.85,9619.55,9600,9353,9909.982462
08-May-2018,9050,9463.13,9356.25,9177.82,9561.980019
09-May-2018,8960,9370,9177.81,9300.08,8628.950833
10-May-2018,9001.01,9386.32,9300.08,9010.51,7596.461347
11-May-2018,8351,9010.51,9010.51,8403.33,17512.92698
12-May-2018,8223.43,8658.57,8403.33,8475,11392.07649
13-May-2018,8345,8774.32,8474.31,8686.1,6678.594312
14-May-2018,8289.79,8880.01,8686.1,8670,14127.77868
15-May-2018,8420.45,8847,8670,8477.46,10892.26808
16-May-2018,8103.33,8500,8477.47,8344,10858.39387
17-May-2018,8001,8483.48,8344.01,8059,8477.742996
18-May-2018,7927.21,8280,8059,8238.51,8239.275926
19-May-2018,8152.54,8390,8238.51,8235.6,4198.420451
20-May-2018,8172,8600,8235.6,8516.86,4486.830713
21-May-2018,8309.23,8584.39,8516.86,8393.44,5125.878383
22-May-2018,7950,8400,8393.43,7987.7,6905.266002
23-May-2018,7433.19,8030.06,7987.7,7505,15892.46677
24-May-2018,7269,7734.99,7505.01,7584.15,11375.35826
25-May-2018,7326.94,7661.85,7584.15,7459.11,8681.380044
26-May-2018,7287.23,7640.46,7459.11,7337.95,4572.291631
27-May-2018,7229.01,7392.7,7337.94,7346.64,4568.215903
28-May-2018,7087,7444.8,7346.64,7107.94,7785.666816
29-May-2018,7058,7524.99,7107.94,7460,10350.09174
30-May-2018,7272.71,7557.78,7460,7380.01,6250.204776
31-May-2018,7340,7609.99,7380,7485,6067.828015
01-Jun-2018,7351.01,7599.99,7485,7514.32,6936.822982
02-Jun-2018,7440,7697.09,7514.32,7636.42,5070.864946
03-Jun-2018,7583.24,7777,7636.41,7706.37,5206.863452
04-Jun-2018,7447.61,7747.57,7706.37,7487.37,6034.28233
05-Jun-2018,7355,7677.5,7487.37,7612.51,5740.072261
06-Jun-2018,7484,7691,7612.51,7655,5736.887304
07-Jun-2018,7635,7747,7655,7684.93,5041.522793
08-Jun-2018,7536.58,7690,7684.93,7618.8,3945.542833
09-Jun-2018,7468,7680,7616,7496.4,2775.246961
10-Jun-2018,6652,7496.41,7496.41,6770.31,18788.77681
11-Jun-2018,6666.66,6913.83,6770.31,6881,11620.53954
12-Jun-2018,6450,6885.84,6881,6545,10820.92304
13-Jun-2018,6135,6618.95,6549.47,6302.31,17373.41487
14-Jun-2018,6269,6750,6302.32,6638.49,14548.25526
15-Jun-2018,6370,6660,6638.49,6391.22,7028.638928
16-Jun-2018,6330,6549.99,6391.21,6484.29,4521.329563
17-Jun-2018,6428.14,6570.01,6484.3,6447.16,3275.097925
18-Jun-2018,6385,6807.64,6447.15,6709.02,8046.055935
19-Jun-2018,6670.01,6829.06,6709.19,6736.41,6155.181874
20-Jun-2018,6557.66,6817,6736.41,6759.18,6683.293571
21-Jun-2018,6682.3,6787,6759.54,6719.01,4385.002797
22-Jun-2018,5921.21,6725,6719.01,6059.82,18193.25099
23-Jun-2018,6040.01,6250,6059.82,6178.29,6070.207871
24-Jun-2018,5777,6255.8,6178.29,6149.99,13211.31954
25-Jun-2018,6070.13,6340.01,6150,6246.01,9237.288448
26-Jun-2018,6006.39,6271,6246.01,6074,6680.681749
27-Jun-2018,5983.56,6175.43,6074.01,6132.17,7061.436244
28-Jun-2018,5816.6,6161.47,6132.16,5851.66,7769.811647
29-Jun-2018,5790.01,6300,5850.25,6202.36,11065.12249
30-Jun-2018,6185,6520.15,6202.36,6383.19,6783.384503
01-Jul-2018,6256.76,6424.14,6383.19,6349.5,4069.056991
02-Jul-2018,6270.01,6669.99,6349.5,6611.79,8287.965296
03-Jul-2018,6465,6673.99,6611.79,6502.62,6501.265779
04-Jul-2018,6411.51,6796.62,6502.62,6587.47,6847.855498
05-Jul-2018,6449.5,6700,6587.46,6532.95,6985.123101
06-Jul-2018,6452.2,6639,6532.96,6600,5215.293068
07-Jul-2018,6512,6843.26,6599.99,6753.28,4496.265916
08-Jul-2018,6671,6778.31,6753.29,6701.97,3321.525298
09-Jul-2018,6625,6815.82,6701.97,6664.01,5254.129649
10-Jul-2018,6279,6679.47,6664.01,6303.7,8177.866826
11-Jul-2018,6281.01,6400,6303.69,6390.04,5038.303478
12-Jul-2018,6075.01,6390.04,6390.04,6249.75,9411.457948
13-Jul-2018,6121.53,6335.09,6246.68,6216.29,5975.710385
14-Jul-2018,6187,6323.68,6216.29,6248.65,3044.818106
15-Jul-2018,6233.26,6385.35,6248.65,6348.73,3882.969453
16-Jul-2018,6330.3,6750,6348.73,6728.81,9147.406016
17-Jul-2018,6663.51,7472.5,6728.8,7315.01,15644.40972
18-Jul-2018,7229.89,7584.85,7315,7378.99,15774.39906
19-Jul-2018,7281.42,7581,7378.99,7470.01,9985.497944
20-Jul-2018,7259.76,7687,7470.01,7334.46,10406.319
21-Jul-2018,7204.32,7444.77,7334.46,7408,5079.339249
22-Jul-2018,7327.75,7569.69,7408,7397.8,5599.219125
23-Jul-2018,7378.26,7809,7400,7720.09,12449.92346
24-Jul-2018,7695.99,8488,7720.08,8385.5,19636.00923
25-Jul-2018,8042,8482.84,8390.04,8157.15,14713.91078
26-Jul-2018,7840,8290,8157.15,7931.99,11869.52085
27-Jul-2018,7787.29,8276.55,7932,8184.21,11991.35206
28-Jul-2018,8065,8230,8182.64,8228.9,4141.050365
29-Jul-2018,8127.87,8289.96,8227.38,8216.34,4239.760304
30-Jul-2018,7850,8274.92,8216.33,8170.01,10568.96492
31-Jul-2018,7629.48,8173.57,8170,7727.27,12604.37481
01-Aug-2018,7437,7750,7727.28,7603.99,11853.49011
02-Aug-2018,7462,7707.54,7603.99,7533.92,6917.398384
03-Aug-2018,7285,7538.53,7533.92,7414.08,11084.8522
04-Aug-2018,6940,7495,7414.08,7005,9933.75031
05-Aug-2018,6880,7086.52,7005,7030.01,6243.599909
06-Aug-2018,6840,7163,7030,6938,8956.049417
07-Aug-2018,6647.07,7152,6938,6718.22,11165.14163
08-Aug-2018,6121.04,6718.22,6718.22,6282.5,22145.35061
09-Aug-2018,6177.51,6633.21,6282.5,6546.45,13980.70056
10-Aug-2018,6015,6584.8,6546.46,6146.01,8064.709398
11-Aug-2018,6003,6485.76,6146.01,6235.56,10153.23416
12-Aug-2018,6169.46,6482,6236,6316.01,8324.091041
13-Aug-2018,6139.57,6544.99,6316,6253.67,10604.12279
14-Aug-2018,5900,6258.32,6253.67,6195.01,17742.68279
15-Aug-2018,6189,6636,6195,6269.01,17786.54579
16-Aug-2018,6200,6475.01,6269.01,6315.9,8976.041134
17-Aug-2018,6290.39,6585.5,6315.9,6585.49,10776.85437
18-Aug-2018,6312,6613.23,6585.5,6396.64,6974.441859
19-Aug-2018,6328.45,6547.34,6396.63,6489.53,4472.176167
20-Aug-2018,6227.71,6525,6489.53,6258.74,7905.423026
21-Aug-2018,6249.12,6490,6258.74,6475.89,6860.900029
22-Aug-2018,6250,6890.65,6475.89,6359.99,17611.22588
23-Aug-2018,6348.69,6568.37,6359.99,6526.36,6998.973168
24-Aug-2018,6451.55,6725,6526.36,6690.88,7427.544607
25-Aug-2018,6668,6790,6690.88,6737.52,4930.166071
26-Aug-2018,6572,6773,6737.52,6709.98,5009.102714
27-Aug-2018,6654.13,6947.6,6709.98,6911.9,7307.585235
28-Aug-2018,6864.96,7128,6911.9,7071.01,11880.45613
29-Aug-2018,6907.42,7119,7071.01,7030.9,7712.7585
30-Aug-2018,6790,7048.66,7030.92,6983,8327.345454
31-Aug-2018,6884.49,7090.46,6983,7015.01,7857.298404
01-Sep-2018,7010.98,7275,7015.01,7191.08,6276.185617
02-Sep-2018,7130,7328.99,7191.07,7295,5891.969804
03-Sep-2018,7192.99,7339.52,7294.99,7256.98,6133.077252
04-Sep-2018,7229.94,7402.5,7256.48,7360,7999.769557
05-Sep-2018,6664.07,7384,7359.99,6687.96,16381.47246
06-Sep-2018,6272.73,6703.73,6687.96,6495,18836.77907
07-Sep-2018,6325,6530,6495,6395.01,8369.229395
08-Sep-2018,6116,6460,6395.01,6188,7581.687772
09-Sep-2018,6147,6450,6188,6235.01,6356.673808
10-Sep-2018,6221.49,6375.13,6235.02,6300,7028.654532
11-Sep-2018,6176.76,6405,6300,6282.53,7512.790943
12-Sep-2018,6191.1,6340.94,6282.53,6326,7428.991315
13-Sep-2018,6323.64,6530,6326,6485.99,9800.751255
14-Sep-2018,6378.05,6580,6485.99,6478.04,7691.810536
15-Sep-2018,6470,6565,6478.05,6518.68,3404.117515
16-Sep-2018,6323.68,6521.75,6518.68,6498,3520.803553
17-Sep-2018,6207.55,6529.75,6498,6250.7,9335.449777
18-Sep-2018,6228,6384.04,6250.71,6335.7,6137.367942
19-Sep-2018,6106.37,6511,6335.69,6386.94,10754.09694
20-Sep-2018,6337,6530,6386.95,6493.11,6819.603515
21-Sep-2018,6492.5,6777.1,6493.11,6750,11391.70322
22-Sep-2018,6628.01,6823,6750,6707.33,5315.78683
23-Sep-2018,6660.05,6777,6707.34,6696.99,3506.512201
24-Sep-2018,6555.99,6716.16,6696.99,6582.09,5562.20173
25-Sep-2018,6320.5,6582.1,6582.09,6436.89,9533.999656
26-Sep-2018,6380.62,6537.26,6435,6455.66,5910.043993
27-Sep-2018,6430,6734.79,6455.65,6680.01,7878.874061
28-Sep-2018,6528.13,6786.73,6680.01,6620.01,9039.129023
29-Sep-2018,6452.02,6620.01,6620.01,6581,4371.915449
30-Sep-2018,6523,6642.28,6581,6605,3698.721067
01-Oct-2018,6474.9,6639.33,6605,6572.83,7146.810771
02-Oct-2018,6452,6591.37,6572.83,6498.46,5444.036364
03-Oct-2018,6398.96,6507.95,6498.47,6466.03,6264.41952
04-Oct-2018,6454.38,6603.01,6466.03,6547.45,6676.802823
05-Oct-2018,6510.58,6641,6547.45,6593.94,5347.264432
06-Oct-2018,6536,6594.39,6593.94,6552.43,2725.256475
07-Oct-2018,6491.81,6585.01,6552.42,6570,2625.49821
08-Oct-2018,6545.63,6681.19,6569.99,6608.07,5447.875487
09-Oct-2018,6552.5,6612.86,6607.53,6589.48,4580.909743
10-Oct-2018,6445.48,6591.32,6589.48,6524.56,6387.671986
11-Oct-2018,6033.34,6524.56,6524.56,6154.69,20730.76349
12-Oct-2018,6111.97,6235.2,6154.68,6188.01,5574.647391
13-Oct-2018,6178,6212,6188.01,6196,3842.859291
14-Oct-2018,6151,6288.45,6196.01,6183.49,3763.118346
15-Oct-2018,6151.58,6810,6183.52,6440.42,21436.33656
16-Oct-2018,6375,6493.11,6440.43,6457.11,10080.99136
17-Oct-2018,6411.19,6459.99,6457.1,6443.7,5507.266621
18-Oct-2018,6355,6489.83,6443.69,6394.96,7212.213941
19-Oct-2018,6353.86,6409.61,6394.96,6382.99,3816.48536
20-Oct-2018,6369,6420,6382.99,6414,3425.842678
21-Oct-2018,6405.57,6452.87,6413.99,6415.88,2611.790727
22-Oct-2018,6377.77,6427.63,6415.87,6407.65,4004.826027
23-Oct-2018,6360,6411.5,6407.64,6395.14,4036.625693
24-Oct-2018,6395.13,6471,6395.13,6415.98,5193.916889
25-Oct-2018,6377.5,6422,6415.97,6395.58,3747.244902
26-Oct-2018,6383.54,6450,6395.58,6404.87,4134.910058
27-Oct-2018,6390,6421.76,6404.87,6409.12,2332.791502
28-Oct-2018,6380.01,6415,6409.11,6403.62,2142.013305
29-Oct-2018,6211,6414.99,6403.63,6266,6986.995765
30-Oct-2018,6240.54,6289,6266,6267.63,4101.071252
31-Oct-2018,6201.67,6353.24,6267.63,6304.18,5229.245122
01-Nov-2018,6293.44,6360,6304.18,6344,4490.977981
02-Nov-2018,6333.94,6378.77,6344,6349.8,4182.903688
03-Nov-2018,6315.91,6351.7,6349.8,6331.96,2572.933062
04-Nov-2018,6313.17,6464.15,6331.96,6423.28,4055.769107
05-Nov-2018,6372,6439.99,6423.29,6404,4088.666893
06-Nov-2018,6387.82,6449.65,6404,6448.5,5512.347248
07-Nov-2018,6448.5,6540,6448.5,6503.12,5832.93618
08-Nov-2018,6388,6511.88,6503.12,6406.24,5335.810773
09-Nov-2018,6305,6415,6406.24,6334.89,4588.216366
10-Nov-2018,6327.46,6374,6334.89,6347.42,2421.623959
11-Nov-2018,6271.15,6360,6347.42,6357.6,2363.528605
12-Nov-2018,6305.95,6383.59,6357.6,6327.87,3731.222774
13-Nov-2018,6252.5,6328.22,6327.87,6259.34,4686.914664
14-Nov-2018,5280.93,6293.38,6259.35,5605.46,32734.23711
15-Nov-2018,5188,5645,5605.01,5579.52,21893.75592
16-Nov-2018,5410,5609.91,5579.5,5512.24,9359.822817
17-Nov-2018,5450.83,5544,5512.26,5504.17,4784.397208
18-Nov-2018,5503.34,5665,5503.34,5560,4724.534513
19-Nov-2018,4670.05,5560,5560,4733.5,41591.9223
20-Nov-2018,4035,4889,4736.67,4349.23,66596.87805
21-Nov-2018,4239.01,4627.55,4349.24,4545.11,28516.37042
22-Nov-2018,4238.69,4589,4545.12,4265.36,13038.24058
23-Nov-2018,4085.73,4366.05,4268.18,4283.8,19589.94094
24-Nov-2018,3650.84,4370.78,4283.8,3774.99,22955.31008
25-Nov-2018,3456.78,4120,3775,3936.69,39067.04083
26-Nov-2018,3508,4076.25,3936.7,3731.32,36455.22368
27-Nov-2018,3562.9,3830,3731.01,3775,23788.75185
28-Nov-2018,3775,4365,3775.01,4225.03,35951.14939
29-Nov-2018,4077.88,4414.89,4224.86,4248,20589.29919
30-Nov-2018,3869,4297.71,4247.99,3976,20010.38688
01-Dec-2018,3910.08,4277,3976.01,4142.01,10546.5152
02-Dec-2018,4036,4266,4142.01,4103.19,11311.33064
03-Dec-2018,3741.95,4119.98,4102.8,3833.47,17040.92435
04-Dec-2018,3732.43,4035.1,3833.47,3901.84,16954.85724
05-Dec-2018,3660,3912.53,3901.84,3694.39,14945.04244
06-Dec-2018,3400,3849,3694.39,3433.26,28942.88212
07-Dec-2018,3212,3550,3433.3,3380.01,37833.30636
08-Dec-2018,3253.66,3495,3380,3401,13700.64053
09-Dec-2018,3367.79,3642.51,3401,3531.18,11758.12531
10-Dec-2018,3354.97,3590.71,3531.18,3410.15,13513.91206
11-Dec-2018,3293.49,3424.92,3410.15,3349.36,11090.98128
12-Dec-2018,3325.58,3486.16,3350.27,3430.24,10524.18793
13-Dec-2018,3227.96,3439.63,3430.24,3265,14265.26124
14-Dec-2018,3135,3294.9,3265,3195.71,14656.53845
15-Dec-2018,3128.89,3228.69,3195.71,3183,9343.272397
16-Dec-2018,3181.24,3258,3183.01,3195,7211.242131
17-Dec-2018,3184.28,3585.95,3194.99,3496.82,21857.11843
18-Dec-2018,3436.5,3688,3497.1,3667.77,16980.16943
19-Dec-2018,3637.17,3928.15,3667.76,3682.51,28456.24369
20-Dec-2018,3661.5,4175,3682.51,4075.34,30698.00489
21-Dec-2018,3775,4162.27,4075.33,3839.06,23496.86263
22-Dec-2018,3790.16,4005,3839.26,3980.46,9902.767616
23-Dec-2018,3903.6,4050,3981.24,3944.93,10282.45711
24-Dec-2018,3944.92,4239.37,3944.92,4034,19713.64189
25-Dec-2018,3675.86,4045.41,4034,3780,13871.75447
26-Dec-2018,3685.02,3849.2,3780,3809.88,9409.625557
27-Dec-2018,3567,3841.21,3809.88,3589.89,13433.23545
28-Dec-2018,3576.12,3971.58,3589.89,3888.06,16776.66567
29-Dec-2018,3706,3944.33,3887.58,3729.31,9781.018322
30-Dec-2018,3691.01,3863.06,3729.31,3829,8725.838515
31-Dec-2018,3625,3835.4,3829,3691.86,12799.94263
01-Jan-2019,3651.02,3841.17,3691.87,3826.1,10812.88499
02-Jan-2019,3770.07,3916.57,3826.1,3890.79,9982.470846
03-Jan-2019,3758.07,3893.8,3890.8,3787.57,9327.647089
04-Jan-2019,3730,3849,3787.57,3820.82,9225.1505
05-Jan-2019,3775,3874.12,3820.82,3798.62,6451.00775
06-Jan-2019,3756.01,4088,3799.99,4040.99,10057.45367
07-Jan-2019,3968.79,4070,4040.98,4006.01,9973.665385
08-Jan-2019,3943.36,4114.8,4005.97,3993.86,13959.39645
09-Jan-2019,3962.12,4042.2,3993.85,4004.12,10704.12811
10-Jan-2019,3560,4035.21,4004.13,3626.12,21869.1838
11-Jan-2019,3576,3699.99,3626.12,3635.69,14489.68867
12-Jan-2019,3557.29,3649.18,3634.73,3619.41,5793.599037
13-Jan-2019,3481.54,3641.86,3619.38,3514.24,8288.700748
14-Jan-2019,3509.24,3711.11,3514.24,3664.19,11241.4368
15-Jan-2019,3538.63,3684.38,3664.18,3580.76,10894.51487
16-Jan-2019,3572.52,3666.73,3580.19,3609.71,8894.459812
17-Jan-2019,3541,3657,3609.71,3640.65,8924.864667
18-Jan-2019,3580.16,3643.69,3640.64,3607.85,5977.236993
19-Jan-2019,3604.9,3765.9,3607.85,3682.65,6068.646205
20-Jan-2019,3481.01,3703.39,3683.5,3536.19,7430.519597
21-Jan-2019,3487.37,3568.95,3537.56,3531.76,6493.832658
22-Jan-2019,3425,3611.5,3531.75,3577.03,9658.632207
23-Jan-2019,3523.64,3614.47,3577.04,3553.01,8205.656305
24-Jan-2019,3530.1,3595.83,3553.01,3568.97,5827.072037
25-Jan-2019,3510.01,3578.79,3568.97,3562.17,6834.071153
26-Jan-2019,3540,3657.76,3562.17,3556.07,5602.740546
27-Jan-2019,3470.14,3562.9,3556.07,3531.02,4286.50899
28-Jan-2019,3374.01,3535.92,3531.02,3429.95,13775.65442
29-Jan-2019,3337.87,3438.4,3429.95,3397.42,8709.697301
30-Jan-2019,3372.97,3459.41,3395.74,3437.55,8513.958812
31-Jan-2019,3396.74,3473.4,3437.55,3411.5,7405.39615
01-Feb-2019,3369.62,3458.26,3411.5,3437.5,8806.601711
02-Feb-2019,3414.49,3483.25,3437.5,3468.43,3967.923509
03-Feb-2019,3386.45,3471.76,3468.43,3414.78,4606.568914
04-Feb-2019,3395.1,3435,3415.69,3409.57,6032.818953
05-Feb-2019,3400,3429.46,3409.57,3428.4,6385.435772
06-Feb-2019,3340.8,3441,3428.41,3367.36,9820.672191
07-Feb-2019,3352.01,3383.14,3366.01,3359,8613.799127
08-Feb-2019,3344,3711,3358.99,3621.99,17649.47598
09-Feb-2019,3597,3644.08,3622,3623.73,5155.45744
10-Feb-2019,3578.59,3654.28,3623.73,3648.84,5364.529481
11-Feb-2019,3579.38,3652,3648.85,3590.36,8819.261483
12-Feb-2019,3550,3618.77,3590.36,3588.06,8347.136114
13-Feb-2019,3562.98,3627.99,3588.06,3576.68,7024.942204
14-Feb-2019,3535.1,3589,3576.69,3561.5,6197.235508
15-Feb-2019,3545.89,3620.22,3561.49,3566.59,7447.043127
16-Feb-2019,3565.5,3607.36,3566.59,3582.37,4351.617483
17-Feb-2019,3557.43,3675,3582.37,3625.08,6402.7929
18-Feb-2019,3616.18,3917,3625.08,3867,16895.18406
19-Feb-2019,3841.54,3969.54,3867,3888.01,14845.22659
20-Feb-2019,3867.13,3967.19,3888.37,3938.99,8929.272153
21-Feb-2019,3869.45,3988,3939,3897.71,8806.932724
22-Feb-2019,3886.15,3956.43,3897.71,3942.02,7667.218174
23-Feb-2019,3911.3,4156.1,3942.02,4110,10844.79746
24-Feb-2019,3712.84,4188.79,4110,3734.22,17002.16746
25-Feb-2019,3731.09,3860,3734.23,3818.79,11164.08173
26-Feb-2019,3763.71,3826.37,3818.78,3799.48,6520.298729
27-Feb-2019,3655,3823.13,3799.49,3799.91,8297.569064
28-Feb-2019,3754.37,3910,3800.35,3792.14,9852.4727
01-Mar-2019,3791.31,3843,3792.14,3806.17,6816.698972
02-Mar-2019,3763,3818.08,3806.17,3809.7,3720.644708
03-Mar-2019,3763.62,3815.48,3809.7,3786.93,4100.676734
04-Mar-2019,3672.39,3804.99,3786.93,3700.72,8335.768724
05-Mar-2019,3692.36,3876.65,3700.02,3844.59,9534.919119
06-Mar-2019,3812,3894.7,3844.59,3851.89,6911.185729
07-Mar-2019,3830.79,3891,3851.89,3857.05,7308.015747
08-Mar-2019,3771,3910.88,3857.04,3843.12,8988.383431
09-Mar-2019,3834.59,3947.33,3842.62,3917,5821.056375
10-Mar-2019,3867.84,3917,3917,3900.92,3602.233139
11-Mar-2019,3817.01,3911.83,3900.93,3849.68,6170.465136
12-Mar-2019,3796.71,3875.33,3849.67,3860,6921.17285
13-Mar-2019,3827.5,3871.02,3860,3851.02,5689.696222
14-Mar-2019,3779.28,3900,3851.02,3853.95,7895.188155
15-Mar-2019,3846.79,3910,3853.95,3902.8,6794.313899
16-Mar-2019,3900.89,4037.47,3902.8,3990,6801.895338
17-Mar-2019,3936.3,3991,3990,3967.01,3579.866435
18-Mar-2019,3937.69,4015.7,3967.01,3970.5,5613.646373
19-Mar-2019,3952.08,4009.61,3969.68,4000.85,5889.0257
20-Mar-2019,3965.43,4044.82,4000.85,4031.85,7321.392907
21-Mar-2019,3915.14,4056.33,4032.68,3972.76,9362.011277
22-Mar-2019,3961.7,3998.01,3972.76,3983.78,5137.207464
23-Mar-2019,3960.25,3997.01,3983.77,3983.43,4145.339978
24-Mar-2019,3946,3982.45,3982.45,3969.52,2699.830014
